HerdCode,RegNo,Jalali,Fat,Protein,FreezingPointDepression,Cells
,3.64009E+14,1400/08/01,3.38,3.34,,389
,3.64099E+14,1399/03/08,2.95,3.08,,18
,3.64099E+14,1399/05/02,2.97,3.43,,
,3.64099E+14,1400/11/05,2.96,2.23,,17
,3.64009E+14,1399/09/04,2.86,2.37,,154
,3.64009E+14,1400/11/05,3.46,2.54,,20
,3.64099E+14,1399/11/01,2.85,2.4,,
,3.64099E+14,1402/01/09,4.05,3,,19
,3.64009E+14,1401/05/04,4.09,3.47,,105
,3.64009E+14,1399/01/08,4.98,3.31,,201
,3.64099E+14,1399/03/08,3.8,3.42,,78
,3.64099E+14,1402/05/13,3.34,2.22,,13
,3.64009E+14,1402/01/09,3.37,3.43,,21773
,3.64009E+14,1401/03/08,4.81,3.08,,34
,3.64099E+14,1399/10/05,3.5,3.53,,62
,3.64099E+14,1399/01/08,2.37,2.95,,131
,3.64009E+14,1403/04/11,3.14,3.24,,
,3.64009E+14,1402/12/16,4.67,3.04,,20
,3.64099E+14,1399/12/01,3.5,3.23,,147
,3.64009E+14,1402/01/09,5.55,3.46,,32
,3.64009E+14,1402/10/11,3.5,3.34,,17
,3.64009E+14,1399/10/05,3.41,3.75,,109
,3.64009E+14,1399/11/01,4.6,3.02,,
,3.64009E+14,1401/02/04,4.1,2.77,,37
,3.64009E+14,1400/12/02,3.15,3.19,,31
,3.64009E+14,1401/01/06,5.16,3.3,,20
,3.64009E+14,1403/08/24,5,3.69,,252
,3.64009E+14,1400/02/01,3.36,3.23,,
,3.64009E+14,1403/05/15,3.98,3.66,,12
,3.64099E+14,1399/02/01,3.91,3.01,,19
,3.64099E+14,1398/12/05,3.8,2.86,,
,3.64099E+14,1400/03/04,1.99,2.53,,756
,3.64099E+14,1398/10/03,4.15,3.09,,205
,3.64009E+14,1402/03/12,5,2.85,,1560
,3.64009E+14,1403/04/11,5,2.99,,
,3.64009E+14,1402/06/15,3.05,3.06,,102
,3.64009E+14,1399/09/04,2.88,2.36,,148
,3.64009E+14,1400/01/03,3.87,2.94,,424
,3.64009E+14,1399/08/03,3.6,2.88,,563
,3.64099E+14,1398/10/03,3.79,3.74,,245
,3.64099E+14,1398/09/05,2.59,3.63,,44
,3.64099E+14,1400/06/02,2.92,3.25,,20
,3.64099E+14,1401/06/07,4.02,3.52,,87
,3.64099E+14,1398/11/03,4.24,3.66,,18
,3.64009E+14,1403/02/07,5,3.61,,116
,3.64009E+14,1402/05/13,4.36,2.27,,14
,3.64009E+14,1401/10/07,4.06,3.67,,71
,3.64009E+14,1402/05/13,4.4,2.77,,12
,3.64009E+14,1401/07/07,6.63,3.48,,125
,3.64009E+14,1401/08/08,5.13,3.8,,124
,3.64009E+14,1402/06/15,,,,
,3.64009E+14,1400/02/01,3.72,3.23,,
,3.64099E+14,1399/12/01,3.01,2.66,,278
,3.64009E+14,1403/04/11,5,3.73,,
,3.64009E+14,1399/02/01,3.9,2.87,,22
,3.64009E+14,1400/11/05,3.58,2.92,,20
,3.64009E+14,1403/08/24,5,3.63,,228
,3.64009E+14,1401/03/08,5.42,3.22,,31
,3.64009E+14,1402/03/12,4.71,2.89,,3246
,3.64099E+14,1398/09/05,2.42,3.21,,102
,3.64009E+14,1403/04/11,3.92,3.13,,
,3.64009E+14,1400/04/01,2.31,3.3,,47
,3.64009E+14,1401/12/10,3.44,2.45,,36
,3.64009E+14,1401/02/04,3.47,2.95,,59
,3.64009E+14,1400/10/04,2.16,1.51,,18
,3.64009E+14,1401/10/07,5.54,3.92,,70
,3.64009E+14,1403/08/24,5,4.11,,261
,3.64009E+14,1400/02/01,3.68,2.5,,
,3.64009E+14,1400/07/04,3.54,3,22,
,3.64099E+14,1399/02/01,3.54,3.05,,164
,3.64099E+14,1399/08/03,2.5,2.31,,149
,3.64099E+14,1401/06/07,3.95,3.75,,31
,3.64099E+14,1398/11/03,4.92,3.53,,20
,3.64099E+14,1399/06/02,1.91,3.03,,87
,3.64099E+14,1402/05/13,3.77,3.25,,13
,3.64099E+14,1399/10/05,3.38,3.23,,127
,3.64009E+14,1402/11/15,4.22,3.16,,
,3.64009E+14,1402/12/16,4.74,3.42,,28
,3.64099E+14,1401/05/04,3.81,3.58,,33
,3.64009E+14,1402/01/09,6.32,3.04,,1949
,3.64009E+14,1399/08/03,3.4,2.52,,39
,3.64009E+14,1402/01/09,3.84,2.76,,10067
,3.64009E+14,1402/04/11,4.23,2.61,,92
,3.64009E+14,1400/04/01,2.8,3.37,,27
,3.64009E+14,1401/07/07,4.83,3.63,,59
,3.64009E+14,1401/11/09,5.43,3.36,,3989
,3.64009E+14,1400/01/03,4.15,3.24,,48
,3.64009E+14,1402/03/12,3.65,2.6,,1358
,3.64009E+14,1401/06/07,3.68,3.55,,826
,3.64009E+14,1402/10/11,3.93,3.46,,15
,3.64099E+14,1400/04/01,3.89,3.55,,137
,3.64009E+14,1399/11/01,4.08,3.24,,
,3.64099E+14,1398/10/03,1.93,2.82,,67
,3.64009E+14,1402/05/13,4.42,3,,11
,3.64009E+14,1401/05/04,3.33,3.09,,238
,3.64009E+14,1402/01/09,4.71,3.36,,25579
,3.64009E+14,1401/05/04,4.23,3.23,,711
,3.64009E+14,1402/05/13,3.93,2.54,,15
,3.64009E+14,1403/05/15,3.84,3.13,,11
,3.64009E+14,1399/01/08,4.09,3.41,,103
,3.64009E+14,1400/05/02,4.2,2.68,,
,3.64009E+14,1403/02/07,3.54,3.38,,37
,3.64009E+14,1401/01/06,2.35,2.7,,135
,3.64099E+14,1399/08/03,3.7,3.04,,162
,3.64099E+14,1398/09/05,3.3,3.12,,439
,3.64099E+14,1400/12/02,3,3.48,,19
,3.64009E+14,1401/08/08,4.53,4.07,,32
,3.64009E+14,1398/11/03,2.62,3.31,,22
,3.64009E+14,1399/05/02,3.17,3.06,,
,3.64009E+14,1400/11/05,3.38,3.1,,19
,3.64009E+14,1400/04/01,2.9,3.52,,87
,3.64009E+14,1403/02/07,5,3.33,,67
,3.64009E+14,1402/02/12,3.15,2.63,,13
,3.64099E+14,1402/05/13,2.86,1.83,,10
,3.64009E+14,1402/07/11,5,3.01,,475
,3.64009E+14,1400/09/01,3.78,2.42,,19
,3.64009E+14,1399/05/02,3.08,3.68,,
,3.64099E+14,1398/09/05,1.38,4.01,,58
,3.64009E+14,1401/06/07,3.58,3.61,,72
,3.64009E+14,1401/08/08,6.55,4.22,,128
,3.64009E+14,1402/06/15,5,3.42,,149
,3.64009E+14,1400/11/05,5.1,3.4,,17
,3.64009E+14,1401/03/08,2.78,2.97,,39
,3.64009E+14,1401/02/04,5.01,3.08,,42
,3.64009E+14,1399/10/05,3.38,3.63,,155
,3.64009E+14,1402/09/11,5,3.58,,306
,3.64099E+14,1398/11/03,5.14,3.85,,22
,3.64009E+14,1401/03/08,3.5,2.78,,29
,3.64099E+14,1398/10/03,2.32,2.9,,572
,3.64099E+14,1400/11/05,3.54,3.38,,17
,3.64099E+14,1401/05/04,3.66,3.45,,98
,3.64009E+14,1403/07/22,5,2.95,,197
,3.64099E+14,1399/12/01,3.63,3.31,,380
,3.64009E+14,1402/07/11,5,3.16,,13
,3.64009E+14,1402/02/12,4.44,2.78,,314
,3.64009E+14,1403/02/07,4.52,3.5,,253
,3.64009E+14,1402/04/11,4.68,2.57,,13
,3.64009E+14,1402/06/15,4.42,2.98,,18
,3.64009E+14,1403/08/24,5,3.33,,188
,3.64009E+14,1403/05/15,6.16,3.17,,18
,3.64009E+14,1400/03/04,2.61,2.66,,133
,3.64009E+14,1402/10/11,3.11,3.28,,13
,3.64009E+14,1400/09/01,3.44,2.44,,18
,3.64009E+14,1403/07/22,5,2.82,,356
,3.64009E+14,1403/06/18,2.74,3.73,,16
,3.64009E+14,1399/02/01,4.53,3.49,,19
,3.64009E+14,1400/01/03,3.04,3.14,,301
,3.64009E+14,1402/10/11,5,3.44,,11
,3.64009E+14,1403/02/07,5,3.35,,56
,3.64009E+14,1399/06/02,4.49,4.16,,269
,3.64009E+14,1400/02/01,3.43,2.5,,
,3.64009E+14,1402/12/16,4.33,2.9,,69
,3.64009E+14,1399/08/03,1.81,2.49,,75
,3.64009E+14,1402/07/11,5,3.01,,100
,3.64099E+14,1398/10/03,2.58,2.67,,333
,3.64009E+14,1400/03/04,3.73,2.76,,75
,3.64009E+14,1402/06/15,2.89,2.91,,68
,3.64099E+14,1400/06/02,2.51,3.09,,24
,3.64009E+14,1403/07/22,4.06,2.98,,168
,3.64009E+14,1399/11/01,3.39,2.52,,
,3.64099E+14,1399/03/08,4.71,3.4,,51
,3.64099E+14,1399/07/02,3.2,3.23,,1903
,3.64009E+14,1403/08/24,4.12,4.12,,168
,3.64009E+14,1401/02/04,4.44,2.95,,283
,3.64009E+14,1402/10/11,2.5,2.82,,13
,3.64009E+14,1399/03/08,4.5,3.5,,135
,3.64099E+14,1399/05/02,4.2,2.99,,
,3.64099E+14,1400/12/02,2.31,2.9,,69
,3.64009E+14,1400/12/02,3.19,2.93,,18
,3.64099E+14,1402/10/11,5,2.65,,14
,3.64009E+14,1401/10/07,2.69,2.89,,69
,3.64009E+14,1400/12/02,3.21,3.22,,20
,3.64009E+14,1398/12/05,3.68,3.31,,
,3.64099E+14,1402/07/11,4.78,3.17,,619
,3.64099E+14,1399/04/10,3.24,2.8,,35
,3.64009E+14,1400/09/01,3.39,2.01,,17
,3.64009E+14,1403/08/24,5,3.95,,205
,3.64099E+14,1401/02/04,2.8,2.52,,48
,3.64099E+14,1402/06/15,4.16,2.5,,121
,3.64009E+14,1401/03/08,3.58,2.28,,32
,3.64009E+14,1399/12/01,3.29,3.23,,41
,3.64009E+14,1400/04/01,2.34,3.01,,103
,3.64009E+14,1400/05/02,2.89,3.09,,
,3.64009E+14,1401/04/04,2.99,3.02,,562
,3.64099E+14,1399/01/08,3.72,3.23,,56
,3.64009E+14,1402/02/12,3.28,2.67,,14
,3.64009E+14,1403/02/07,4.34,3.41,,27
,3.64009E+14,1403/07/22,4.5,3.23,,133
,3.64009E+14,1402/01/09,6.9,2.82,,29
,3.64099E+14,1398/10/03,4.59,3.02,,650
,3.64099E+14,1399/04/10,4.75,3.98,,996
,3.64009E+14,1401/07/07,4.82,3.26,,183
,3.64009E+14,1403/02/07,4.29,3.43,,120
,3.64009E+14,1399/06/02,3.78,3.35,,264
,3.64099E+14,1399/12/01,3.38,3.77,,221
,3.64009E+14,1402/10/11,4.03,3.14,,11
,3.64009E+14,1400/10/04,3.98,3.09,,16
,3.64009E+14,1402/12/16,5,3.23,,283
,3.64009E+14,1399/01/08,4.6,3.93,,746
,3.64009E+14,1403/06/18,2.41,3.65,,14
,3.64009E+14,1403/02/07,5,3.16,,89
,3.64009E+14,1400/10/04,4.31,3.11,,21
,3.64099E+14,1399/08/03,2,3.21,,2340
,3.64099E+14,1401/02/04,4.34,2.31,,954
,3.64009E+14,1403/07/22,4.13,3.2,,86
,3.64009E+14,1398/12/05,4.12,2.73,,
,3.64009E+14,1403/04/11,3.85,3.01,,
,3.64099E+14,1399/06/02,4.28,3.7,,60
,3.64099E+14,1401/12/10,3.82,2.44,,277
,3.64009E+14,1402/01/09,4.41,3.34,,110
,3.64009E+14,1403/08/24,4.32,4.12,,234
,3.64009E+14,1400/03/04,3.2,3.16,,143
,3.64009E+14,1400/12/02,2.95,3.09,,18
,3.64099E+14,1399/07/02,3.65,3.49,,113
,3.64009E+14,1400/02/01,3.72,3.23,,
,3.64099E+14,1398/09/05,2.03,3.19,,324
,3.64009E+14,1403/02/07,3.12,3.47,,44
,3.64009E+14,1399/08/03,2.43,2.92,,82
,3.64099E+14,1399/10/05,3.5,3.23,,406
,3.64009E+14,1401/04/04,3.08,2.95,,36
,3.64009E+14,1401/09/08,3.74,3.04,,170
,3.64009E+14,1402/12/16,4.71,3.46,,25
,3.64099E+14,1399/09/04,2.87,2.36,,163
,3.64099E+14,1399/07/02,3.42,2.5,,144
,3.64099E+14,1398/12/05,4.08,3.15,,
,3.64009E+14,1399/07/02,3.25,3.23,,162
,3.64099E+14,1400/01/03,2.85,3.03,,85
,3.64009E+14,1399/09/04,2.85,2.37,,151
,3.64009E+14,1400/12/02,3.09,3.42,,19
,3.64009E+14,1403/07/22,4.17,2.91,,12
,3.64099E+14,1399/12/01,3.02,2.88,,143
,3.64099E+14,1398/12/05,3.42,3.02,,
,3.64009E+14,1399/08/03,3.8,2.68,,93
,3.64009E+14,1401/07/07,6.49,4,,32
,3.64009E+14,1401/05/04,3.97,3.84,,32
,3.64099E+14,1401/11/09,4.13,3,,176
,3.64099E+14,1399/04/10,2.91,2.55,,20
,3.64009E+14,1402/11/15,4.75,3.28,,
,3.64009E+14,1400/04/01,2.94,3.97,,153
,3.64099E+14,1401/02/04,3.31,2.96,,459
,3.64009E+14,1401/05/04,3.97,3.45,,119
,3.64009E+14,1402/11/15,4.05,3.35,,
,3.64099E+14,1399/04/10,3.41,3.23,,21
,3.64099E+14,1399/03/08,2.73,2.74,,93
,3.64099E+14,1400/07/04,3.95,3.76,17,
,3.64009E+14,1401/05/04,2.7,3.22,,955
,3.64009E+14,1403/02/07,5,3.21,,162
,3.64009E+14,1403/08/24,3.32,3.66,,208
,3.64009E+14,1400/05/02,3.42,3.26,,
,3.64009E+14,1399/08/03,3.5,2.63,,88
,3.64009E+14,1401/08/08,5.64,3.61,,401
,3.64099E+14,1400/09/01,2.89,2.17,,17
,3.64009E+14,1402/07/11,2.85,2.53,,23
,3.64009E+14,1400/03/04,4.27,3.02,,18
,3.64009E+14,1399/08/03,4,2,,105
,3.64009E+14,1403/05/15,4.12,2.52,,12
,3.64009E+14,1402/05/13,2.92,2.42,,12
,3.64009E+14,1399/03/08,3.92,3.18,,61
,3.64009E+14,1401/05/04,2.95,3.44,,124
,3.64009E+14,1399/05/02,2.45,3.39,,
,3.64099E+14,1398/09/05,2.09,3.29,,12
,3.64009E+14,1401/07/07,6.92,4.09,,186
,3.64099E+14,1402/06/15,3.29,3.04,,39
,3.64009E+14,1403/08/24,5,3.23,,167
,3.64009E+14,1402/03/12,3.69,2.38,,1112
,3.64009E+14,1402/10/11,4.51,3.23,,12
,3.64009E+14,1398/10/03,3.62,3.43,,65
,3.64009E+14,1400/11/05,4.04,3.48,,18
,3.64099E+14,1401/12/10,4.67,2.52,,15
,3.64009E+14,1402/06/15,2,2.71,,104
,3.64009E+14,1402/03/12,3.88,2.48,,11
,3.64009E+14,1400/08/01,,,,
,3.64009E+14,1401/01/06,4.63,3.01,,25
,3.64009E+14,1402/09/11,3.22,2.9,,27
,3.64009E+14,1399/08/03,3.6,2.54,,29
,3.64009E+14,1401/09/08,2.59,3.32,,411
,3.64009E+14,1400/04/01,2.66,4.13,,58
,3.64009E+14,1402/09/11,4.26,3.37,,256
,3.64009E+14,1402/03/12,5,2.66,,131
,3.64009E+14,1402/10/11,3.98,3.53,,11
,3.64009E+14,1400/10/04,4.21,3.07,,19
,3.64009E+14,1401/05/04,4.38,3.5,,1145
,3.64009E+14,1399/05/02,3.62,3.54,,
,3.64099E+14,1399/02/01,4.98,2.56,,788
,3.64009E+14,1401/10/07,6.99,4.02,,66
,3.64009E+14,1403/02/07,5,3.43,,119
,3.64009E+14,1402/12/16,5,3.37,,58
,3.64099E+14,1398/10/03,3.71,3.38,,108
,3.64009E+14,1401/07/07,6.99,3.74,,94
,3.64009E+14,1403/05/15,4.06,3.95,,11
,3.64009E+14,1399/03/08,3.37,3.1,,95
,3.64009E+14,1402/07/11,3.77,2.47,,18
,3.64009E+14,1399/08/03,3.9,2.38,,29
,3.64099E+14,1400/10/04,3.73,2.83,,17
,3.64009E+14,1400/03/04,3.46,2.72,,119
,3.64009E+14,1399/06/02,3.18,3.05,,113
,3.64009E+14,1399/05/02,2.77,3.3,,
,3.64009E+14,1401/04/04,2.85,3.06,,227
,3.64009E+14,1401/01/06,3.09,3.05,,21
,3.64051E+14,1403/08/24,4.98,4.06,,133
,3.64099E+14,1398/11/03,3.5,3.73,,21
,3.64009E+14,1398/11/03,5.13,3.9,,18
,3.64009E+14,1401/01/06,3.76,2.79,,19
,3.64009E+14,1400/06/02,4.65,3.1,,24
,3.64099E+14,1399/03/08,3.27,2.73,,140
,3.64009E+14,1401/02/04,4.66,2.52,,40
,3.64009E+14,1402/07/11,3.3,2.67,,33
,3.64009E+14,1400/06/02,2.15,3.18,,20
,3.64009E+14,1399/06/02,2.68,3.94,,55
,3.64099E+14,1399/03/08,3.33,3.05,,961
,3.64009E+14,1401/06/07,3.88,3.43,,85
,3.64009E+14,1399/03/08,4.04,3.29,,479
,3.64009E+14,1402/12/16,3.87,3.29,,55
,3.64009E+14,1399/07/02,3.67,3,,384
,3.64009E+14,1401/11/09,5.51,2.71,,2163
,3.64009E+14,1402/07/11,5,2.31,,35
,3.64099E+14,1399/01/08,3.79,3.37,,1902
,3.64009E+14,1402/04/11,4.9,2.76,,15
,3.64009E+14,1398/11/03,5.06,3.73,,15
,3.64099E+14,1399/01/08,3.73,3.2,,318
,3.64099E+14,1399/05/02,2.91,3.08,,
,3.64009E+14,1402/09/11,4.77,3.01,,52
,3.64009E+14,1400/09/01,2.5,2.19,,26
,3.64009E+14,1400/04/01,1.45,2.77,,188
,3.64009E+14,1401/12/10,6.7,2.28,,180
,3.64099E+14,1399/10/05,3.18,3.01,,72
,3.64009E+14,1401/01/06,3.92,2.21,,27
,3.64009E+14,1401/04/04,3.56,2.97,,43
,3.64009E+14,1402/04/11,4.72,2.92,,22
,3.64099E+14,1400/05/02,3.41,2.87,,
,3.64009E+14,1402/10/11,4.18,3.79,,10
,3.64009E+14,1399/10/05,3.02,2.88,,177
,3.64009E+14,1401/12/10,4.2,2.5,,514
,3.64009E+14,1402/01/09,3.5,2.81,,167
,3.64099E+14,1399/01/08,3.39,3.67,,42
,3.64009E+14,1402/11/15,3.47,2.78,,
,3.64009E+14,1399/05/02,3.46,3.21,,
,3.64009E+14,1400/07/04,3.31,2.8,23,
,3.64009E+14,1401/07/07,5.39,3.2,,29
,3.64009E+14,1400/12/02,3.06,2.64,,21
,3.64009E+14,1402/01/09,4.31,3.75,,6720
,3.64099E+14,1399/11/01,3.57,2.91,,
,3.64009E+14,1402/05/13,4.33,2.45,,12
,3.64009E+14,1402/04/11,3.53,2.53,,12
,3.64009E+14,1399/03/08,3.72,3.41,,303
,3.64009E+14,1400/08/01,3.18,3.2,,822
,3.64099E+14,1399/08/03,3.14,3.49,,
,3.64009E+14,1402/09/11,3.75,3.04,,18
,3.64009E+14,1401/03/08,4.08,2.66,,31
,3.64009E+14,1401/11/09,4.08,2.95,,176
,3.64009E+14,1400/09/01,3.9,3.07,,20
,3.64099E+14,1400/01/03,2.46,2.4,,300
,3.64009E+14,1402/05/13,4.3,2.38,,12
,3.64099E+14,1398/11/03,4.93,3.89,,22
,3.64009E+14,1401/08/08,6.92,4.28,,30
,3.64009E+14,1400/03/04,2.65,3.4,,79
,3.64009E+14,1400/06/02,5,4.03,,19
,3.64009E+14,1399/07/02,3.38,3.63,,32
,3.64099E+14,1401/03/08,2.93,2.63,,35
,3.64099E+14,1398/11/03,3.94,3.46,,18
,3.64009E+14,1402/06/15,2.38,2.9,,79
,3.64009E+14,1403/05/15,2.53,3.12,,11
,3.64099E+14,1398/09/05,1.09,3.1,,18
,3.64009E+14,1401/07/07,5.76,3.71,,33
,3.64099E+14,1398/12/05,2.5,2.86,,
,3.64099E+14,1401/03/08,4.05,2.28,,31
,3.64009E+14,1398/12/05,1.82,3.08,,
,3.64009E+14,1400/08/01,3.96,3.1,,238
,3.64099E+14,1400/04/01,2.68,3.5,,183
,3.64099E+14,1399/12/01,3.38,2.72,,122
,3.64009E+14,1401/09/08,3.78,3,,128
,3.64009E+14,1401/11/09,3.84,2.76,,571
,3.64009E+14,1400/12/02,3.43,3.22,,18
,3.64009E+14,1400/05/02,3.39,3.55,,
,3.64099E+14,1403/02/07,3.83,2.94,,333
,3.64009E+14,1400/02/01,3.32,3.23,,
,3.64009E+14,1401/05/04,3.17,3.33,,446
,3.64009E+14,1402/09/11,3.86,3.05,,314
,3.64099E+14,1403/02/07,3.38,2.93,,295
,3.64099E+14,1403/04/11,3,2.79,,
,3.64009E+14,1399/02/01,3.86,3.49,,22
,3.64099E+14,1399/09/04,2.85,2.37,,244
,3.64099E+14,1402/09/11,2,3.02,,296
,3.64009E+14,1401/09/08,3.65,3.25,,435
,3.64009E+14,1402/12/16,4.79,3.03,,53
,3.64009E+14,1399/01/08,2.38,3.42,,38
,3.64099E+14,1400/11/05,2.88,2.36,,16
,3.64009E+14,1402/11/15,5,3.33,,
,3.64009E+14,1399/10/05,3.87,3.49,,78
,3.64009E+14,1399/04/10,4.67,3.82,,97
,3.64009E+14,1400/06/02,3.48,3.7,,119
,3.64099E+14,1399/03/08,3.17,2.85,,607
,3.64009E+14,1403/07/22,3.51,2.96,,239
,3.64099E+14,1398/10/03,3.1,3.68,,64
,3.64009E+14,1400/03/04,3.44,2.77,,351
,3.64099E+14,1399/06/02,4.28,3.57,,148
,3.64099E+14,1400/12/02,4.08,3.63,,22
,3.64009E+14,1402/11/15,2.66,3.12,,
,3.64009E+14,1399/09/04,2.88,2.36,,150
,3.64009E+14,1399/11/01,3.97,2.86,,
,3.64009E+14,1401/02/04,1.67,3.06,,53
,3.64009E+14,1401/06/07,3.48,3.5,,30
,3.64009E+14,1402/12/16,4.7,3.03,,23
,3.64099E+14,1399/06/02,2.04,3.06,,34
,3.64009E+14,1403/07/22,3.85,2.4,,44
,3.64009E+14,1402/01/09,4.13,3,,190
,3.64009E+14,1401/06/07,3.76,3.6,,108
,3.64099E+14,1399/09/04,2.84,2.36,,157
,3.64009E+14,1399/07/02,3.18,3.16,,856
,3.64009E+14,1402/02/12,4.42,2.49,,12
,3.64009E+14,1399/06/02,2.98,4.26,,531
,3.64009E+14,1400/06/02,3.81,3.23,,1132
,3.64009E+14,1401/10/07,4.09,4.03,,68
,3.64009E+14,1403/07/22,4.1,2.75,,16
,3.64009E+14,1403/08/24,4.57,3.74,,65
,3.64099E+14,1399/04/10,2.74,2.81,,21
,3.64009E+14,1399/02/01,3.92,3.41,,710
,3.64009E+14,1402/02/12,2.1,2.57,,27
,3.64009E+14,1402/01/09,5.43,3.36,,127
,3.64009E+14,1400/11/05,2.61,2.97,,18
,3.64009E+14,1401/01/06,3.71,2.58,,29
,3.64099E+14,1398/09/05,3.08,3.09,,564
,3.64009E+14,1401/02/04,4.42,2.5,,37
,3.64009E+14,1401/11/09,4.36,3.64,,568
,3.64009E+14,1400/08/01,4.39,3.13,,220
,3.64009E+14,1402/07/11,2.81,3.14,,13
,3.64099E+14,1399/05/02,2.93,3.49,,
,3.64009E+14,1403/02/07,4.78,3.15,,65
,3.64009E+14,1402/09/11,5,3,,60
,3.64009E+14,1401/04/04,2.69,3.01,,637
,3.64009E+14,1402/01/09,5.51,2.71,,16
,3.64099E+14,1398/11/03,3.75,3.03,,16
,3.64099E+14,1399/09/04,2.85,2.36,,150
,3.64099E+14,1399/10/05,3.13,3.53,,299
,3.64099E+14,1400/08/01,2.4,2.78,,288
,3.64009E+14,1401/04/04,3.02,3.17,,354
,3.64009E+14,1399/08/03,1.62,2.2,,42
,3.64099E+14,1401/10/07,3.97,3.33,,66
,3.64009E+14,1403/05/15,2.9,3.07,,15
,3.64009E+14,1402/12/16,5,3.4,,90
,3.64009E+14,1401/02/04,3.97,2.38,,35
,3.64009E+14,1401/03/08,3.21,2.29,,33
,3.64009E+14,1402/05/13,3.8,2.5,,13
,3.64009E+14,1399/02/01,4.03,3.49,,112
,3.64009E+14,1402/05/13,2.93,2.31,,322
,3.64099E+14,1398/09/05,3.47,3.26,,563
,3.64009E+14,1401/04/04,2.36,2.95,,185
,3.64009E+14,1399/11/01,2.48,2.74,,
,3.64099E+14,1401/09/08,3.41,3.52,,29
,3.64009E+14,1400/02/01,2.06,3.23,,
,3.64099E+14,1402/02/12,4.39,2.5,,11
,3.64099E+14,1399/05/02,3.32,3.05,,
,3.64099E+14,1398/09/05,1.65,2.97,,43
,3.64009E+14,1400/01/03,2.84,2.36,,54
,3.64009E+14,1401/09/08,3.61,2.9,,34
,3.64009E+14,1400/12/02,2.85,2.85,,30
,3.64099E+14,1398/12/05,3.72,3.23,,
,3.64009E+14,1403/07/22,5,2.95,,293
,3.64009E+14,1402/11/15,3.37,2.96,,
,3.64009E+14,1400/05/02,2.73,3.17,,
,3.64009E+14,1400/11/05,5.07,3.3,,16
,3.64099E+14,1400/07/04,4.91,2.83,19,
,3.64009E+14,1401/08/08,2.03,3.4,,93
,3.64009E+14,1399/05/02,2.85,2.94,,
,3.64099E+14,1399/03/08,3.6,2.99,,121
,3.64009E+14,1400/11/05,4.28,3.24,,20
,3.64009E+14,1401/02/04,3.76,2.49,,36
,3.64009E+14,1400/02/01,3.68,2.5,,
,3.64009E+14,1402/06/15,2.91,2.57,,99
,3.64009E+14,1402/11/15,4.96,3.33,,
,3.64009E+14,1401/04/04,3.07,3.16,,69
,3.64099E+14,1399/12/01,3.8,3.23,,179
,3.64009E+14,1403/08/24,3.82,2.76,,59
,3.64009E+14,1398/10/03,1.67,3.03,,667
,3.64009E+14,1400/10/04,3.15,3,,17
,3.64099E+14,1402/12/16,3.69,3.13,,22
,3.64009E+14,1401/12/10,5.53,2.92,,242
,3.64009E+14,1398/11/03,4.67,3.14,,16
,3.64009E+14,1400/11/05,2.52,2.48,,25
,3.64009E+14,1399/01/08,3.03,3.28,,327
,3.64009E+14,1401/04/04,2.92,3.03,,30
,3.64099E+14,1403/06/18,2.74,4.26,,12
,3.64099E+14,1399/07/02,3.42,2.66,,156
,3.64009E+14,1403/04/11,3.69,3.31,,
,3.64099E+14,1400/02/01,3.32,2.66,,
,3.64099E+14,1402/02/12,3.77,2.58,,16
,3.64099E+14,1399/08/03,2.5,3.38,,297
,3.64009E+14,1402/02/12,3.08,2.58,,27
,3.64009E+14,1401/01/06,2.7,2.83,,22
,3.64009E+14,1401/03/08,3.8,2.39,,31
,3.64009E+14,1399/12/01,1.78,2.65,,64
,3.64009E+14,1403/02/07,4.14,3.8,,369
,3.64009E+14,1401/11/09,4.62,3.74,,218
,3.64009E+14,1399/01/08,4.42,3.63,,67
,3.64009E+14,1400/09/01,4.21,2.67,,16
,3.64099E+14,1399/09/04,2.83,2.37,,86
,3.64009E+14,1401/03/08,2.98,2.61,,32
,3.64009E+14,1403/07/22,4.06,3.27,,147
,3.64009E+14,1403/05/15,4.23,2.97,,16
,3.64009E+14,1401/06/07,4.08,3.39,,39
,3.64009E+14,1401/05/04,2.87,3.21,,102
,3.64099E+14,1400/08/01,5.54,3.09,,429
,3.64099E+14,1400/07/04,3.38,3.13,20,
,3.64099E+14,1398/11/03,2.87,3.12,,186
,3.64009E+14,1402/04/11,3.33,2.65,,82
,3.64009E+14,1402/03/12,3.74,2.64,,888
,3.64009E+14,1402/01/09,5.63,3.51,,60
,3.64009E+14,1400/03/04,1.6,2.43,,31
,3.64009E+14,1402/02/12,4.84,2.77,,11
,3.64099E+14,1402/06/15,3.24,3.13,,14
,3.64099E+14,1403/02/07,3.15,2.81,,263
,3.64009E+14,1401/05/04,3.63,2.96,,103
,3.64009E+14,1400/05/02,2.08,3.12,,
,3.64009E+14,1402/01/09,3.62,3.33,,17
,3.64009E+14,1399/04/10,3.16,2.72,,88
,3.64009E+14,1400/07/04,3.28,2.97,18,
,3.64009E+14,1401/02/04,5.24,2.67,,32
,3.64009E+14,1400/03/04,3.18,2.38,,48
,3.64009E+14,1402/02/12,3.85,2.31,,83
,3.64009E+14,1403/08/24,5,3.37,,170
,3.64009E+14,1399/01/08,3.29,3.17,,188
,3.64099E+14,1399/11/01,3.1,2.42,,
,3.64009E+14,1401/10/07,3.29,3.45,,66
