HerdCode,RegNo,Jalali,Fat,Protein,FreezingPointDepression,Cells
,3.64009E+14,1402/12/16,5,3.39,,152
,3.64009E+14,1402/03/12,5,2.79,,1883
,3.64009E+14,1400/06/02,2.73,3.43,,203
,3.64009E+14,1403/02/07,3.31,3.36,,4132
,3.64009E+14,1401/08/08,6.07,2.8,,267
,3.64009E+14,1401/04/04,3.56,3.31,,72
,3.64009E+14,1403/04/11,4.84,2.55,,
,3.64009E+14,1400/03/04,3.54,3.36,,20
,3.64009E+14,1401/05/04,3.39,3.4,,36
,3.64099E+14,1400/10/04,3.04,2.89,,17
,3.64099E+14,1403/05/15,1.93,2.96,,74
,3.64009E+14,1400/12/02,3.62,3.3,,21
,3.64009E+14,1401/10/07,5.07,3.86,,67
,3.64099E+14,1401/02/04,4.28,2.89,,43
,3.64099E+14,1403/08/24,5,3.66,,296
,3.64009E+14,1401/01/06,6.66,2.64,,30
,3.64009E+14,1400/03/04,3.23,2.67,,20
,3.64009E+14,1401/09/08,3.73,2.61,,41
,3.64009E+14,1401/06/07,4.01,3.7,,29
,3.64009E+14,1400/04/01,3.42,3.54,,140
,3.64009E+14,1400/09/01,3.3,2.94,,17
,3.64009E+14,1401/03/08,4.7,2.66,,32
,3.64009E+14,1403/05/15,3.84,3.44,,16
,3.64009E+14,1402/01/09,3.59,3.91,,17
,3.64009E+14,1401/12/10,4.78,3.25,,1725
,3.64009E+14,1402/11/15,3.72,3.44,,
,3.64009E+14,1400/08/01,3.92,3.25,,538
,3.64099E+14,1401/09/08,2.42,3.55,,123
,3.64009E+14,1403/02/07,4.11,3.52,,44
,3.64009E+14,1400/01/03,3.62,3.01,,245
,3.64009E+14,1402/05/13,5,2.3,,20
,3.64009E+14,1401/04/04,3.29,3.09,,114
,3.64009E+14,1400/03/04,2.78,2.75,,27
,3.64009E+14,1400/05/02,2.73,3.58,,
,3.64099E+14,1400/11/05,3.98,2.87,,24
,3.64009E+14,1401/09/08,3.86,3.2,,31
,3.64009E+14,1402/11/15,3.6,3.08,,
,3.64009E+14,1403/06/18,2.7,3.08,,12
,3.64009E+14,1403/04/11,5,3.45,,
,3.64009E+14,1399/03/08,3.19,2.74,,41
,3.64099E+14,1401/05/04,3.59,3.61,,31
,3.64009E+14,1401/11/09,5.95,3.21,,108
,3.64009E+14,1399/04/10,2.93,2.88,,84
,3.64009E+14,1400/07/04,2.96,3.19,19,
,3.64099E+14,1402/12/16,4.45,2.39,,50
,3.64099E+14,1402/03/12,3.8,2.55,,783
,3.64009E+14,1402/06/15,3.19,3.14,,16
,3.64009E+14,1401/07/07,6.92,3.35,,420
,3.64099E+14,1402/05/13,3.17,2.22,,12
,3.64009E+14,1401/04/04,3.08,3.27,,181
,3.64009E+14,1403/06/18,2.62,3.63,,14
,3.64009E+14,1401/11/09,4.32,3.42,,919
,3.64009E+14,1400/01/03,2.22,2.47,,46
,3.64009E+14,1400/08/01,6.64,4.41,,2083
,3.64009E+14,1401/12/10,3.55,2.22,,58
,3.64009E+14,1400/08/01,3.36,4,,563
,3.64099E+14,1401/01/06,2.9,2.69,,31
,3.64009E+14,1401/07/07,5.7,3.39,,32
,3.64009E+14,1402/04/11,6.4,2.39,,113
,3.64099E+14,1401/04/04,1.4,2.7,,34
,3.64099E+14,1400/02/01,3.72,2.66,,
,3.64099E+14,1403/06/18,3.22,4.07,,15
,3.64009E+14,1402/01/09,6.35,3.47,,22
,3.64009E+14,1400/11/05,4.64,3.25,,17
,3.64009E+14,1400/11/05,4.37,2.89,,24
,3.64009E+14,1403/02/07,5,3.19,,250
,3.64009E+14,1400/12/02,2.56,3.59,,19
,3.64099E+14,1402/05/13,4.12,2.72,,20
,3.64009E+14,1402/04/11,4.25,2.09,,13
,3.64009E+14,1400/12/02,3.85,3.6,,22
,3.64009E+14,1402/05/13,5,2.22,,1313
,3.64009E+14,1401/08/08,4.49,3.53,,32
,3.64099E+14,1402/04/11,3.91,2.59,,410
,3.64009E+14,1401/04/04,3.52,3.42,,193
,3.64099E+14,1400/12/02,2.83,2.55,,17
,3.64009E+14,1402/05/13,3.12,2.26,,16
,3.64009E+14,1401/10/07,4.94,3.78,,66
,3.64009E+14,1400/12/02,3.41,2.78,,18
,3.64009E+14,1403/04/11,5,4.52,,
,3.64099E+14,1400/07/04,3.43,3.13,19,
,3.64099E+14,1400/11/05,4.83,3.23,,19
,3.64099E+14,1400/08/01,3.85,3.37,,542
,3.64099E+14,1401/04/04,6.99,2.73,,32
,3.64099E+14,1401/01/06,3.04,2.88,,280
,3.64009E+14,1402/12/16,2.86,3.51,,447
,3.64009E+14,1402/07/11,5,3.31,,16
,3.64009E+14,1402/05/13,3.41,2.52,,11
,3.64009E+14,1402/02/12,5.92,2.64,,130
,3.64009E+14,1400/07/04,2.99,3.05,18,
,3.64099E+14,1401/01/06,3.84,2.87,,143
,3.64009E+14,1400/12/02,3.73,3.15,,20
,3.64099E+14,1401/05/04,2.57,3.17,,32
,3.64009E+14,1401/12/10,3.77,2.21,,32
,3.64009E+14,1401/01/06,4.44,2.57,,163
,3.64009E+14,1401/05/04,2.04,3.65,,388
,3.64009E+14,1401/09/08,3.4,3.23,,388
,3.64009E+14,1400/01/03,3.32,2.79,,43
,3.64009E+14,1401/04/04,2.99,3.06,,72
,3.64099E+14,1400/04/01,1.88,3.09,,397
,3.64009E+14,1401/11/09,2.62,3.06,,140
,3.64009E+14,1400/12/02,3.86,3.26,,995
,3.64009E+14,1400/08/01,4.42,3.68,,689
,3.64009E+14,1399/11/01,3.21,2.74,,
,3.64009E+14,1403/04/11,3.74,3.06,,
,3.64009E+14,1403/07/22,2,2.65,,12
,3.64009E+14,1400/11/05,6.45,3.02,,17
,3.64009E+14,1401/10/07,4.45,3.23,,69
,3.64009E+14,1399/07/02,3.51,3.23,,184
,3.64099E+14,1402/02/12,4,2.55,,186
,3.64009E+14,1401/02/04,4.84,3.09,,37
,3.64009E+14,1399/08/03,3.42,3.16,,337
,3.64009E+14,1402/01/09,4.25,2.89,,721
,3.64009E+14,1400/04/01,3.08,3.04,,40
,3.64009E+14,1400/07/04,5.15,3.66,17,
,3.64099E+14,1400/11/05,3.42,2.73,,16
,3.64009E+14,1399/07/02,3.29,3.23,,60
,3.64009E+14,1399/03/08,3.71,3.01,,371
,3.64009E+14,1400/10/04,1.53,0.84,,18
,3.64099E+14,1400/09/01,3.61,2.1,,18
,3.64009E+14,1402/06/15,3.51,3.63,,16
,3.64009E+14,1401/11/09,4.8,3.27,,33
,3.64009E+14,1401/09/08,5.01,3.53,,477
,3.64009E+14,1401/01/06,2.53,2.98,,29
,3.64009E+14,1402/09/11,3.1,2.89,,29
,3.64009E+14,1400/08/01,3.35,3.05,,326
,3.64009E+14,1399/08/03,2.19,2.69,,557
,3.64009E+14,1401/08/08,6.77,3.56,,29
,3.64009E+14,1399/09/04,3.97,2.71,,614
,3.64009E+14,1402/04/11,4.48,2.58,,62
,3.64099E+14,1402/09/11,3.74,2.83,,96
,3.64009E+14,1401/02/04,2.93,2.41,,163
,3.64009E+14,1402/12/16,5,3.54,,347
,3.64009E+14,1399/05/02,3.14,3.06,,
,3.64009E+14,1399/03/08,3.94,2.94,,19
,3.64009E+14,1400/07/04,3.84,2.91,27,
,3.64009E+14,1401/01/06,3.6,2.32,,339
,3.64009E+14,1403/04/11,3,3.07,,
,3.64009E+14,1402/05/13,5,2.94,,11
,3.64009E+14,1401/09/08,5.32,2.67,,310
,3.64009E+14,1400/12/02,2.01,2.83,,34
,3.64009E+14,1400/10/04,3.85,2.95,,17
,3.64009E+14,1399/04/10,3.23,3.04,,31
,3.64009E+14,1401/06/07,3.79,3.84,,31
,3.64009E+14,1400/06/02,3.73,3,,18
,3.64009E+14,1399/09/04,3.88,2.7,,298
,3.64009E+14,1401/02/04,3.61,2.6,,36
,3.64009E+14,1402/02/12,4.24,2.47,,11
,3.64009E+14,1403/05/15,3.9,3.1,,14
,3.64009E+14,1400/04/01,1.87,3.17,,29
,3.64009E+14,1403/07/22,5,3.37,,92
,3.64099E+14,1400/08/01,5.04,3.64,,849
,3.64009E+14,1399/10/05,4.37,3.19,,100
,3.64009E+14,1402/07/11,3.49,2.84,,13
,3.64099E+14,1400/10/04,3.04,2.78,,16
,3.64009E+14,1398/12/05,4.8,3.11,,
,3.64009E+14,1399/04/10,3.11,2.75,,23
,3.64009E+14,1400/01/03,3.25,3.26,,75
,3.64009E+14,1403/04/11,3.3,3.46,,
,3.64009E+14,1401/09/08,5.23,2.86,,478
,3.64009E+14,1403/06/18,2.92,3.2,,12
,3.64099E+14,1400/07/04,2.86,3.39,18,
,3.64009E+14,1400/02/01,3.88,2.63,,
,3.64009E+14,1400/04/01,3.76,3.39,,47
,3.64009E+14,1401/11/09,3.92,3.25,,106
,3.64009E+14,1401/08/08,3.11,3.34,,498
,3.64099E+14,1401/12/10,3.51,2.71,,1380
,3.64009E+14,1402/01/09,6.9,3.11,,2734
,3.64009E+14,1401/12/10,4.82,2.27,,149
,3.64009E+14,1400/09/01,3,2.71,,18
,3.64009E+14,1402/01/09,4.32,3.42,,23
,3.64009E+14,1402/03/12,5,2.32,,1023
,3.64099E+14,1399/10/05,2.87,2.34,,267
,3.64099E+14,1400/04/01,1.91,2.7,,99
,3.64009E+14,1400/08/01,3.72,4.28,,647
,3.64009E+14,1400/01/03,2.5,2.75,,435
,3.64009E+14,1402/02/12,2.96,2.36,,2063
,3.64009E+14,1402/06/15,3.75,2.92,,14
,3.64009E+14,1403/07/22,4.16,3.24,,16
,3.64009E+14,1401/07/07,4.42,3.05,,65
,3.64009E+14,1399/07/02,3.38,2.66,,362
,3.64009E+14,1400/11/05,6.1,2.95,,17
,3.64009E+14,1402/04/11,4.36,2.22,,97
,3.64009E+14,1402/11/15,4.19,2.62,,
,3.64009E+14,1402/12/16,5,3.7,,777
,3.64009E+14,1403/02/07,4.03,3.1,,131
,3.64009E+14,1403/02/07,5,3.17,,79
,3.64009E+14,1402/01/09,3.73,3.55,,3954
,3.64009E+14,1400/03/04,3.47,2.96,,160
,3.64009E+14,1402/10/11,3.23,3.48,,12
,3.64009E+14,1403/06/18,4.17,4.05,,12
,3.64099E+14,1401/08/08,6.96,2.89,,471
,3.64009E+14,1400/11/05,4.62,2.89,,15
,3.64009E+14,1403/08/24,2.87,2.94,,32
,3.64009E+14,1403/05/15,6.04,3.23,,14
,3.64009E+14,1399/12/01,3.1,2.66,,169
,3.64099E+14,1402/09/11,5,3.08,,370
,3.64099E+14,1400/10/04,4.05,2.88,,16
,3.64009E+14,1402/11/15,4.35,3.17,,
,3.64009E+14,1400/07/04,4.61,2.82,21,
,3.64099E+14,1399/07/02,3.66,2.66,,123
,3.64009E+14,1402/09/11,3.59,3.02,,205
,3.64009E+14,1400/11/05,1.63,2.76,,17
,3.64009E+14,1399/10/05,3.02,3,,188
,3.64099E+14,1399/07/02,3.2,3.54,,163
,3.64009E+14,1401/07/07,4.87,4.23,,35
,3.64009E+14,1399/01/08,2.63,2.95,,122
,3.64009E+14,1399/09/04,2.82,2.36,,146
,3.64009E+14,1402/10/11,4.82,3.59,,15
,3.64099E+14,1399/11/01,4.34,3.31,,
,3.64099E+14,1399/10/05,3.45,2.72,,220
,3.64009E+14,1401/04/04,2.38,2.92,,186
,3.64009E+14,1402/03/12,4.42,2.37,,826
,3.64009E+14,1403/02/07,3.81,3.36,,72
,3.64009E+14,1402/01/09,4.81,2.61,,30
,3.64009E+14,1398/10/03,4.47,3.43,,96
,3.64009E+14,1403/07/22,4.63,2.82,,87
,3.64009E+14,1403/02/07,4.32,3.18,,57
,3.64009E+14,1401/01/06,2.75,2.72,,366
,3.64009E+14,1400/11/05,3.37,2.93,,17
,3.64099E+14,1398/12/05,2.72,2.94,,
,3.64099E+14,1399/06/02,3.33,3.24,,142
,3.64009E+14,1403/07/22,2.88,2.99,,227
,3.64009E+14,1403/05/15,4.29,3.64,,16
,3.64009E+14,1402/05/13,4.88,2.24,,12
,3.64009E+14,1400/05/02,4.27,3.33,,
,3.64051E+14,1403/06/18,4.7,2.98,,12
,3.64009E+14,1403/02/07,4.26,3.17,,50
,3.64009E+14,1401/02/04,2.5,2.36,,120
,3.64009E+14,1401/04/04,3.06,3.63,,186
,3.64009E+14,1399/01/08,3.95,3.23,,681
,3.64009E+14,1400/11/05,3.69,3.19,,19
,3.64009E+14,1399/05/02,3.18,3.46,,
,3.64009E+14,1399/12/01,3.22,3.23,,155
,3.64009E+14,1400/08/01,4.99,3.42,,706
,3.64099E+14,1400/04/01,2.8,3.21,,408
,3.64099E+14,1402/01/09,3.8,3.09,,18
,3.64009E+14,1402/10/11,5,2.74,,11
,3.64009E+14,1403/08/24,3.27,3.44,,73
,3.64009E+14,1399/12/01,3.66,2.72,,51
,3.64099E+14,1401/04/04,3.11,2.85,,87
,3.64009E+14,1403/04/11,3.59,2.52,,
,3.64009E+14,1401/03/08,2.73,3,,37
,3.64009E+14,1400/03/04,3.29,2.95,,22
,3.64009E+14,1401/01/06,4.11,3,,33
,3.64009E+14,1400/06/02,5.37,3.95,,19
,3.64009E+14,1399/12/01,3.49,2.66,,73
,3.64009E+14,1402/10/11,3.47,2.87,,11
,3.64099E+14,1401/05/04,3.4,3.4,,113
,3.64009E+14,1402/12/16,4.22,2.95,,136
,3.64009E+14,1400/09/01,4.11,3.16,,17
,3.64009E+14,1400/04/01,3.7,3.78,,135
,3.64099E+14,1402/03/12,4.34,2.73,,1043
,3.64009E+14,1402/04/11,4.33,2.22,,14
,3.64009E+14,1403/02/07,4.94,2.87,,214
,3.64009E+14,1401/03/08,5.59,2.06,,31
,3.64009E+14,1401/05/04,2.87,3.21,,30
,3.64009E+14,1402/04/11,4.01,2.28,,911
,3.64009E+14,1403/06/18,2,2.65,,11
,3.64009E+14,1401/12/10,4.7,3.19,,1745
,3.64009E+14,1401/01/06,5.48,3.16,,46
,3.64009E+14,1402/11/15,2.99,3.05,,
,3.64009E+14,1403/04/11,2.36,3.58,,
,3.64009E+14,1400/07/04,3.39,3.08,22,
,3.64099E+14,1403/05/15,2.56,3.31,,12
,3.64009E+14,1403/05/15,3.55,2.96,,20
,3.64009E+14,1401/02/04,6.78,3.03,,84
,3.64009E+14,1400/07/04,4.16,3.53,18,
,3.64009E+14,1400/11/05,5.15,3.32,,29
,3.64009E+14,1401/01/06,3.03,2.86,,249
,3.64009E+14,1400/11/05,2.51,2.92,,29
,3.64009E+14,1402/12/16,5,3.15,,181
,3.64009E+14,1401/03/08,5.09,2.71,,38
,3.64009E+14,1402/07/11,5,2.88,,15
,3.64009E+14,1402/10/11,5,3.91,,16
,3.64099E+14,1402/03/12,4.37,2.54,,1038
,3.64009E+14,1401/04/04,5.04,2.78,,134
,3.64009E+14,1399/11/01,4.63,3.34,,
,3.64009E+14,1400/03/04,2.91,2.82,,70
,3.64009E+14,1403/07/22,3.05,3.04,,15
,3.64099E+14,1401/03/08,5.52,3.05,,32
,3.64099E+14,1400/10/04,3.94,2.95,,17
,3.64009E+14,1403/07/22,5,2.76,,127
,3.64099E+14,1402/03/12,4.08,2.54,,2481
,3.64009E+14,1402/04/11,6.13,3.21,,18
,3.64009E+14,1403/02/07,4.36,3.27,,5783
,3.64009E+14,1401/03/08,3.98,2.8,,109
,3.64009E+14,1400/12/02,3.61,3.28,,20
,3.64009E+14,1402/11/15,2.68,3.8,,
,3.64009E+14,1401/07/07,4.74,3.24,,36
,3.64009E+14,1402/05/13,3.46,2.42,,13
,3.64009E+14,1401/01/06,5.16,2.64,,18
,3.64009E+14,1401/05/04,3.64,3.23,,39
,3.64009E+14,1400/09/01,4.65,2.7,,15
,3.64099E+14,1403/06/18,3.93,2.76,,13
,3.64009E+14,1402/01/09,3.82,3.32,,4103
,3.64009E+14,1400/06/02,3.48,3.55,,25
,3.64009E+14,1401/03/08,4.96,2.55,,32
,3.64009E+14,1400/10/04,3.83,2.77,,18
,3.64009E+14,1400/07/04,2.99,2.94,29,
,3.64009E+14,1402/11/15,4,3.03,,
,3.64009E+14,1401/04/04,3.22,3.23,,531
,3.64099E+14,1399/12/01,3.88,2.5,,188
,3.64009E+14,1402/01/09,4.36,3.64,,331
,3.64009E+14,1400/01/03,3.12,2.34,,81
,3.64009E+14,1403/06/18,2.47,2.8,,11
,3.64009E+14,1401/05/04,3.4,3.27,,185
,3.64009E+14,1401/01/06,3.15,2.76,,165
,3.64009E+14,1401/10/07,5.83,4.08,,66
,3.64009E+14,1402/06/15,4.96,2.91,,59
,3.64099E+14,1398/09/05,3.18,3.07,,859
,3.64009E+14,1402/12/16,5,3.19,,126
,3.64009E+14,1403/05/15,4.98,3.31,,14
,3.64009E+14,1400/03/04,2.57,2.49,,829
,3.64009E+14,1402/07/11,4.84,3.46,,11
,3.64099E+14,1399/08/03,3.08,2.74,,72
,3.64099E+14,1399/10/05,3.14,3.49,,70
,3.64099E+14,1400/04/01,2.53,3.17,,79
,3.64009E+14,1401/07/07,3.11,3.19,,410
,3.64099E+14,1398/12/05,4.09,3.41,,
,3.64099E+14,1400/11/05,2.72,2.93,,81
,3.64099E+14,1399/06/02,4.46,3.03,,59
,3.64009E+14,1403/08/24,5,4.04,,58
,3.64009E+14,1402/03/12,4.1,2.59,,949
,3.64009E+14,1402/11/15,3.63,3.03,,
,3.64009E+14,1401/04/04,2.67,2.85,,139
,3.64009E+14,1401/01/06,2.76,2.57,,24
,3.64099E+14,1401/12/10,2.66,2.17,,53
,3.64009E+14,1403/05/15,3.67,3.78,,13
,3.64009E+14,1400/06/02,4.52,3.67,,19
,3.64009E+14,1401/11/09,3.62,3.33,,622
,3.64009E+14,1402/11/15,3.49,2.75,,
,3.64009E+14,1402/10/11,4.52,3.16,,12
,3.64009E+14,1401/01/06,3.46,2.47,,158
,3.64009E+14,1400/02/01,3.37,3.23,,
,3.64009E+14,1401/02/04,4.31,2.69,,40
,3.64009E+14,1400/03/04,3.83,3.4,,22
,3.64009E+14,1403/04/11,4.04,3.11,,
,3.64009E+14,1398/12/05,2.63,2.95,,
,3.64009E+14,1402/12/16,5,3.92,,81
,3.64009E+14,1400/02/01,3.68,3.16,,
,3.64009E+14,1401/08/08,3.14,3.57,,35
,3.64099E+14,1399/08/03,3.49,2.82,,208
,3.64099E+14,1400/10/04,2.91,2.72,,18
,3.64009E+14,1402/12/16,3.86,4.14,,508
,3.64009E+14,1398/11/03,3.68,3.74,,22
,3.64009E+14,1402/01/09,5.21,3.24,,33
,3.64009E+14,1400/09/01,3.23,2.13,,20
,3.64009E+14,1402/10/11,4.69,3.18,,12
,3.64009E+14,1403/08/24,5,4.62,,136
,3.64009E+14,1402/12/16,4.2,3.09,,55
,3.64009E+14,1400/12/02,3.91,3.51,,18
,3.64009E+14,1402/04/11,4.21,2.37,,228
,3.64009E+14,1400/03/04,1.99,2.33,,20
,3.64009E+14,1401/01/06,2.7,2.51,,1050
,3.64009E+14,1399/03/08,3.84,3.08,,374
,3.64009E+14,1400/11/05,2.44,2.74,,19
,3.64009E+14,1401/09/08,4.9,3.55,,34
,3.64099E+14,1399/07/02,3.5,3.53,,65
,3.64009E+14,1402/05/13,5,2.74,,14
,3.64009E+14,1398/12/05,4.1,3.25,,
,3.64009E+14,1400/04/01,2.61,3.05,,253
,3.64009E+14,1401/06/07,2.08,3.01,,44
,3.64009E+14,1401/10/07,5.92,3.24,,67
,3.64009E+14,1400/01/03,2.65,2.33,,37
,3.64009E+14,1401/02/04,4.99,2.52,,38
,3.64009E+14,1402/06/15,3.38,2.7,,16
,3.64009E+14,1401/10/07,5.75,2.85,,67
,3.64009E+14,1402/10/11,3.48,2.86,,12
,3.64009E+14,1402/12/16,3.58,3.05,,20
,3.64009E+14,1402/06/15,3.08,2.81,,15
,3.64009E+14,1400/01/03,3.58,2.73,,201
,3.64099E+14,1400/09/01,2.88,2.22,,16
,3.64009E+14,1402/10/11,4.74,3.13,,10
,3.64009E+14,1400/10/04,3.57,2.95,,16
,3.64009E+14,1402/02/12,3.72,2.61,,12
,3.64009E+14,1400/08/01,2.53,3.02,,642
,3.64009E+14,1402/05/13,3.62,2.7,,14
,3.64009E+14,1400/09/01,3.76,2.47,,17
,3.64009E+14,1402/04/11,3.59,2.57,,158
,3.64009E+14,1398/09/05,1.67,3.57,,116
,3.64009E+14,1402/07/11,3.54,2.78,,47
,3.64009E+14,1401/02/04,4.02,2.64,,30
,3.64009E+14,1401/06/07,2.3,3.27,,30
,3.64009E+14,1401/04/04,4.39,3.76,,673
,3.64099E+14,1401/06/07,4.09,3.42,,34
,3.64009E+14,1401/09/08,4.82,3.97,,32
,3.64009E+14,1403/02/07,5,3.11,,44
,3.64009E+14,1403/04/11,2.15,3.2,,
,3.64009E+14,1399/05/02,4.26,3.37,,
,3.64009E+14,1402/11/15,3.2,3.24,,
,3.64009E+14,1401/12/10,4.37,2.36,,26
,3.64009E+14,1400/07/04,3.61,3.14,20,
,3.64009E+14,1399/04/10,3.14,2.74,,24
,3.64009E+14,1400/02/01,2.75,3.23,,
,3.64009E+14,1403/02/07,5,3.08,,3047
,3.64009E+14,1403/08/24,5,3.06,,84
,3.64009E+14,1400/12/02,2.85,2.93,,23
,3.64009E+14,1400/11/05,3.97,3.01,,18
,3.64009E+14,1399/01/08,2.85,2.9,,32
,3.64009E+14,1398/09/05,2.29,3.54,,47
,3.64009E+14,1400/10/04,3.48,2.43,,18
,3.64009E+14,1401/09/08,6.02,3.2,,218
,3.64009E+14,1403/05/15,3.19,3.18,,13
,3.64009E+14,1399/11/01,5.06,3.08,,
,3.64009E+14,1399/12/01,3.22,2.5,,72
,3.64009E+14,1402/09/11,5,2.91,,258
,3.64009E+14,1399/08/03,4.12,3.28,,6557
,3.64009E+14,1402/09/11,3.01,2.88,,127
,3.64009E+14,1401/05/04,2.11,3.27,,310
,3.64009E+14,1398/12/05,3.03,2.6,,
,3.64009E+14,1400/04/01,3.01,2.9,,18
,3.64009E+14,1402/10/11,5,3.41,,11
,3.64009E+14,1400/03/04,4.45,3.42,,18
,3.64009E+14,1400/01/03,3.03,2.53,,276
,3.64009E+14,1403/08/24,4.73,3.82,,578
,3.64009E+14,1402/02/12,4.8,2.8,,12
,3.64099E+14,1400/04/01,2.27,2.85,,24
,3.64099E+14,1400/07/04,1.92,2.69,16,
,3.64009E+14,1400/10/04,4.26,2.98,,17
,3.64099E+14,1400/03/04,3.93,3.65,,19
,3.64009E+14,1400/04/01,3.82,3.92,,23
,3.64009E+14,1400/09/01,3.81,2.79,,18
,3.64009E+14,1403/05/15,5,2.33,,19
,3.64099E+14,1402/11/15,3.99,2.74,,
,3.64009E+14,1400/09/01,2.3,2.53,,18
,3.64099E+14,1400/10/04,3.68,2.99,,22
,3.64099E+14,1401/01/06,2.71,2.92,,187
,3.64009E+14,1401/10/07,4.43,3.4,,69
,3.64009E+14,1401/08/08,3.52,3.6,,36
,3.64009E+14,1401/12/10,4.3,2.84,,547
,3.64009E+14,1401/06/07,2.86,3.02,,31
,3.64099E+14,1402/11/15,2.03,2.84,,
,3.64009E+14,1402/07/11,5,3.3,,11
,3.64009E+14,1402/01/09,3.64,3.42,,279
,3.64009E+14,1402/09/11,5,2.68,,585
,3.64009E+14,1400/06/02,4.55,4.11,,69
,3.64009E+14,1402/03/12,5,3.28,,1454
,3.64009E+14,1401/12/10,4.2,2.62,,129
,3.64009E+14,1402/12/16,5,3.61,,12
,3.64009E+14,1403/02/07,2.76,2.99,,758
,3.64099E+14,1400/08/01,3.86,2.77,,618
,3.64009E+14,1403/06/18,5,3.11,,13
,3.64009E+14,1399/10/05,5,3.79,,2668
,3.64009E+14,1400/08/01,5.1,3.28,,454
,3.64099E+14,1401/04/04,3.3,2.89,,428
,3.64009E+14,1403/02/07,5,2.77,,75
,3.64009E+14,1401/06/07,3.51,3.51,,199
,3.64009E+14,1401/10/07,4.94,3.71,,68
,3.64009E+14,1399/11/01,5.3,3.56,,
,3.64009E+14,1401/05/04,2.93,3.2,,31
,3.64009E+14,1402/07/11,4.77,3.42,,2537
,3.64009E+14,1400/05/02,3.86,3.64,,
,3.64009E+14,1400/01/03,2.5,2.29,,106
,3.64009E+14,1402/10/11,3.61,2.79,,16
,3.64009E+14,1401/10/07,4.83,3.61,,70
,3.64099E+14,1400/07/04,3.15,2.65,21,
,3.64009E+14,1402/01/09,6.25,3.65,,16
,3.64009E+14,1400/11/05,2.98,3.14,,17
,3.64009E+14,1400/04/01,3.23,3.43,,22
,3.64009E+14,1400/11/05,4.28,2.96,,83
,3.64009E+14,1401/12/10,6.45,3.22,,30
,3.64099E+14,1401/08/08,3.97,3.73,,89
,3.64009E+14,1403/02/07,3.93,2.97,,140
,3.64009E+14,1401/06/07,2.72,3.27,,109
,3.64009E+14,1402/10/11,2.52,3.23,,13
,3.64009E+14,1400/04/01,2.22,3.33,,25
,3.64009E+14,1400/08/01,3.94,3.37,,399
,3.64009E+14,1400/02/01,2.64,3.23,,
,3.64009E+14,1401/04/04,3.97,3.58,,77
,3.64009E+14,1399/09/04,2.91,2.37,,235
,3.64051E+14,1403/07/22,5,3.3,,181
,3.64099E+14,1400/01/03,3.04,2.72,,688
,3.64009E+14,1401/09/08,3.92,3.56,,32
,3.64009E+14,1399/08/03,3.45,3.17,,38
,3.64009E+14,1402/06/15,3.69,2.91,,14
,3.64099E+14,1402/10/11,3.33,3.02,,11
,3.64009E+14,1401/04/04,3.41,3.26,,2362
,3.64009E+14,1399/07/02,3.33,2.91,,82
,3.64009E+14,1400/05/02,2.92,3.28,,
,3.64099E+14,1400/04/01,2,3.07,,460
,3.64099E+14,1402/01/09,4.7,2.86,,27
,3.64009E+14,1399/09/04,2.86,2.36,,179
,3.64099E+14,1400/01/03,4.39,3.31,,121
,3.64009E+14,1400/10/04,3.93,2.74,,18
,3.64009E+14,1401/03/08,3.68,2.43,,30
,3.64009E+14,1402/07/11,4.74,3.12,,2985
,3.64009E+14,1402/03/12,5,2.41,,2135
,3.64009E+14,1401/01/06,3.8,3.1,,111
,3.64009E+14,1400/08/01,5.03,3.74,,615
,3.64099E+14,1402/11/15,3.32,3.42,,
,3.64009E+14,1400/08/01,4.26,3.41,,895
,3.64009E+14,1401/09/08,5.67,3.62,,60
,3.64009E+14,1402/09/11,5,3.17,,43
,3.64009E+14,1400/09/01,3.41,2.59,,15
,3.64009E+14,1401/04/04,2.9,2.96,,124
,3.64009E+14,1402/11/15,5,4.02,,
,3.64009E+14,1402/01/09,3.87,3.13,,321
,3.64009E+14,1401/12/10,5.43,2.93,,807
,3.64009E+14,1402/12/16,4.26,2.72,,27
,3.64009E+14,1402/07/11,5,2.9,,161
,3.64009E+14,1401/09/08,6.99,3.09,,33
,3.64009E+14,1400/08/01,3.96,3.23,,522
,3.64009E+14,1402/11/15,3.83,2.72,,
,3.64009E+14,1401/11/09,5.05,3.49,,1165
,3.64009E+14,1399/12/01,3.18,2.97,,91
,3.64099E+14,1402/09/11,5,3.95,,2345
,3.64009E+14,1401/05/04,2.37,3.01,,95
,3.64009E+14,1401/11/09,6.25,3.65,,164
,3.64009E+14,1401/02/04,4.3,2.91,,31
,3.64009E+14,1399/12/01,3.87,3.49,,350
,3.64009E+14,1400/10/04,3.31,2.97,,19
,3.64099E+14,1401/07/07,2.75,3.32,,95
,3.64009E+14,1402/10/11,4.42,3.45,,11
,3.64009E+14,1402/01/09,3.36,3.12,,15
,3.64009E+14,1401/12/10,3.72,2.35,,643
,3.64009E+14,1402/03/12,5,2.25,,1368
,3.64009E+14,1400/08/01,4.48,3.6,,708
,3.64009E+14,1402/01/09,3.86,3.31,,30
,3.64009E+14,1402/12/16,5,3.64,,16
,3.64009E+14,1400/09/01,2.88,2.9,,16
,3.64099E+14,1401/03/08,4.27,3.06,,32
,3.64009E+14,1401/06/07,3.35,3.33,,29
